Number,Name,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
1,Louvre,48.8625627018,2.33644336205,Le Roch Hotel & Spa Paris,48.86620012005232,2.3329946840505174,Hotel
1,Louvre,48.8625627018,2.33644336205,Omusubi Gonbei,48.866607111762995,2.337256819009781,Japanese Restaurant
1,Louvre,48.8625627018,2.33644336205,Place des Victoires,48.865759373109775,2.341219220887502,Plaza
1,Louvre,48.8625627018,2.33644336205,Église Saint-Germain-l'Auxerrois (Église Saint-Germain l'Auxerrois),48.859519915404825,2.3413056135177612,Church
1,Louvre,48.8625627018,2.33644336205,Kei,48.864238453621226,2.3423181613381274,French Restaurant
1,Louvre,48.8625627018,2.33644336205,Librairie Japonaise Junku,48.865495594312534,2.333616063320278,Bookstore
1,Louvre,48.8625627018,2.33644336205,ZenZoo – Bar à Thé,48.867020860798846,2.336737853474915,Bubble Tea Shop
1,Louvre,48.8625627018,2.33644336205,Café Kitsuné,48.864451,2.33031,Coffee Shop
1,Louvre,48.8625627018,2.33644336205,Jin,48.865348322565886,2.331786581284321,Japanese Restaurant
1,Louvre,48.8625627018,2.33644336205,Michel Cluizel,48.86504641171176,2.331745211681605,Candy Store
1,Louvre,48.8625627018,2.33644336205,Le Grand Colbert,48.866574395908316,2.338851949790864,Brasserie
1,Louvre,48.8625627018,2.33644336205,Urban Outfitters,48.86065201199259,2.342109708573389,Clothing Store
1,Louvre,48.8625627018,2.33644336205,Institut National d'Histoire de l'Art (INHA),48.86667953007215,2.3389864145539194,General College & University
1,Louvre,48.8625627018,2.33644336205,Kotteri Ramen Naritake,48.866799730578926,2.336797559615794,Ramen Restaurant
1,Louvre,48.8625627018,2.33644336205,Louvre des Antiquaires,48.86250090946281,2.336287801061412,Antique Shop
1,Louvre,48.8625627018,2.33644336205,Ryô,48.86693969921077,2.3350265622138977,Japanese Restaurant
1,Louvre,48.8625627018,2.33644336205,Meiwenti,48.86648448612502,2.3372045159339905,Thai Restaurant
1,Louvre,48.8625627018,2.33644336205,La Corte,48.86543289277699,2.3314002156257625,Italian Restaurant
2,Bourse,48.8682792225,2.34280254689,Pizzeria Popolare,48.86807383225755,2.343378961086273,Pizza Place
2,Bourse,48.8682792225,2.34280254689,Librairie Gourmande,48.866951226870775,2.3439955538464465,Bookstore
2,Bourse,48.8682792225,2.34280254689,Le Silencio,48.868998,2.343417,Nightclub
2,Bourse,48.8682792225,2.34280254689,Le Nom M'échappe,48.86812495879136,2.3416726483111714,Bistro
2,Bourse,48.8682792225,2.34280254689,L'Appartement Sézane,48.8695741819002,2.345060413685246,Women's Store
2,Bourse,48.8682792225,2.34280254689,Le Moderne,48.868856,2.342142,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Devialet,48.868108406935534,2.343808047395095,Music Store
2,Bourse,48.8682792225,2.34280254689,Galerie Vivienne,48.86673055550591,2.339799701984434,Historic Site
2,Bourse,48.8682792225,2.34280254689,Danico,48.86707072006055,2.339413647446296,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,Nose,48.866242,2.344885,Perfume Shop
2,Bourse,48.8682792225,2.34280254689,Mabel,48.8675440546188,2.3461500391476022,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,Place des Victoires,48.865759373109775,2.341219220887502,Plaza
2,Bourse,48.8682792225,2.34280254689,A. Noste,48.86912169955702,2.339137749319885,Tapas Restaurant
2,Bourse,48.8682792225,2.34280254689,Matamata,48.866044,2.343956,Coffee Shop
2,Bourse,48.8682792225,2.34280254689,Le Moulin de la Vierge,48.86620190566684,2.3411547392606735,Bakery
2,Bourse,48.8682792225,2.34280254689,Hôtel des Grands Boulevards,48.870800399082455,2.3448864108663963,Hotel
2,Bourse,48.8682792225,2.34280254689,Lockwood,48.86772674428229,2.3469454610004647,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,Legrand Filles et Fils,48.866260970474386,2.3395365694081507,Wine Shop
2,Bourse,48.8682792225,2.34280254689,Passage des Panoramas,48.87099232463669,2.3416757583618164,Pedestrian Plaza
2,Bourse,48.8682792225,2.34280254689,Blend Argout,48.865958165150715,2.343484093370061,Burger Joint
2,Bourse,48.8682792225,2.34280254689,Hoppy Corner,48.86772619731469,2.3473745971313704,Beer Bar
2,Bourse,48.8682792225,2.34280254689,The Hoxton Paris,48.8701794,2.3466316,Hotel
2,Bourse,48.8682792225,2.34280254689,Chez Philibert,48.868918013407566,2.345776129753177,Salad Place
2,Bourse,48.8682792225,2.34280254689,La Cevicheria,48.86619159489603,2.3454737663269043,Peruvian Restaurant
2,Bourse,48.8682792225,2.34280254689,Canard & Champagne,48.87136313755697,2.341702079509351,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Max Linder Panorama,48.87138398457992,2.344808578491211,Indie Movie Theater
2,Bourse,48.8682792225,2.34280254689,Blün,48.8704771636465,2.3405277729034424,Creperie
2,Bourse,48.8682792225,2.34280254689,% Arabica,48.871134,2.341698,Coffee Shop
2,Bourse,48.8682792225,2.34280254689,The Shed,48.870824,2.3449,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,Boneshaker Doughnuts,48.86785725724388,2.347340691499821,Donut Shop
2,Bourse,48.8682792225,2.34280254689,Filakia,48.86564638918743,2.3456186056137085,Souvlaki Shop
2,Bourse,48.8682792225,2.34280254689,La Boulangerie du Nil,48.86772200463062,2.347654348090177,Bakery
2,Bourse,48.8682792225,2.34280254689,Hôtel Bachaumont,48.86617629790189,2.3449255329280247,Hotel
2,Bourse,48.8682792225,2.34280254689,Rivié,48.87020064681438,2.3464849501827985,Hotel Bar
2,Bourse,48.8682792225,2.34280254689,Les Fines Gueules,48.865171886388225,2.340644784271717,French Restaurant
2,Bourse,48.8682792225,2.34280254689,La Boissonnière,48.869418597019404,2.3476892709732056,Bar
2,Bourse,48.8682792225,2.34280254689,Frenchie Bar A Vins,48.86781182099964,2.3479165881872177,Wine Bar
2,Bourse,48.8682792225,2.34280254689,& Other Stories,48.8652293767804,2.3447490519036633,Women's Store
2,Bourse,48.8682792225,2.34280254689,Tigermilk,48.868234,2.347351,Mexican Restaurant
2,Bourse,48.8682792225,2.34280254689,La Crème de Paris,48.871721,2.34331,Creperie
2,Bourse,48.8682792225,2.34280254689,Sushi B,48.867914,2.33764,Sushi Restaurant
2,Bourse,48.8682792225,2.34280254689,Frenchie to Go,48.86769308541349,2.347740232944488,Sandwich Place
2,Bourse,48.8682792225,2.34280254689,Bistrot Victoires,48.86552339307843,2.3403647694601255,Bistro
2,Bourse,48.8682792225,2.34280254689,Keep Cool,48.868188269041475,2.346728858839657,Gym
2,Bourse,48.8682792225,2.34280254689,Cloud Cakes,48.86564146123004,2.34630173279246,Bakery
2,Bourse,48.8682792225,2.34280254689,Dionysos,48.86694192727211,2.347265677932837,Greek Restaurant
2,Bourse,48.8682792225,2.34280254689,Rue Montorgueil,48.86604470753487,2.3470938205718994,Pedestrian Plaza
2,Bourse,48.8682792225,2.34280254689,Frenchie,48.86773860029535,2.347993031144142,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Les Amis des Messina,48.867165717937475,2.3484202823949536,Italian Restaurant
2,Bourse,48.8682792225,2.34280254689,Sentier des Halles,48.86738242621467,2.345620158825648,Concert Hall
2,Bourse,48.8682792225,2.34280254689,Mersea,48.871975572746514,2.3431841769993706,Fish & Chips Shop
2,Bourse,48.8682792225,2.34280254689,Breizh Café,48.866854,2.347258,Creperie
2,Bourse,48.8682792225,2.34280254689,Jacques’ Bar,48.87014223572917,2.346597822090189,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,Brew Unique,48.868778310137714,2.34764306139859,Brewery
2,Bourse,48.8682792225,2.34280254689,L'Ivress Sentier,48.868704051885636,2.347624897956848,Wine Bar
2,Bourse,48.8682792225,2.34280254689,Bistrot Vivienne,48.866184257258894,2.339500650540473,Bistro
2,Bourse,48.8682792225,2.34280254689,Lemon,48.86804870285503,2.3475281207393395,Juice Bar
2,Bourse,48.8682792225,2.34280254689,Willi's Wine Bar,48.866311115770245,2.3383002959921697,Wine Bar
2,Bourse,48.8682792225,2.34280254689,Redd,48.86623685868873,2.3477715657647504,Wine Bar
2,Bourse,48.8682792225,2.34280254689,La Fermette,48.865877260578316,2.346997460261535,Cheese Shop
2,Bourse,48.8682792225,2.34280254689,Le Grand Rex,48.870470106609815,2.3476409912109375,Indie Movie Theater
2,Bourse,48.8682792225,2.34280254689,Grom,48.86605483558375,2.3470948937116414,Ice Cream Shop
2,Bourse,48.8682792225,2.34280254689,Salatim,48.869192371250335,2.3459705903081125,Israeli Restaurant
2,Bourse,48.8682792225,2.34280254689,Terroirs d'Avenir,48.86777264233697,2.347769665567521,Farmers Market
2,Bourse,48.8682792225,2.34280254689,Boulangerie Régis Colin,48.86588744562288,2.344723541408891,Bakery
2,Bourse,48.8682792225,2.34280254689,Verjus Bar à Vins,48.86630556463485,2.3374713957309723,Wine Bar
2,Bourse,48.8682792225,2.34280254689,Le Compère,48.866598,2.345694,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Mariage Frères,48.86592264517343,2.3470645073391414,Tea Room
2,Bourse,48.8682792225,2.34280254689,Workshop Issé,48.8688947285211,2.33706581214639,Gourmet Shop
2,Bourse,48.8682792225,2.34280254689,Le Grand Véfour,48.86613492,2.33793892,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Ippudo,48.864649476657775,2.3448380827903748,Ramen Restaurant
2,Bourse,48.8682792225,2.34280254689,Théâtre du Palais-Royal,48.86600524368278,2.3376850883287545,Theater
2,Bourse,48.8682792225,2.34280254689,Le Comptoir de la Gastronomie,48.864555479743366,2.345258763984336,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Dynamo Cycling,48.86887066811056,2.3365812036147395,Cycle Studio
2,Bourse,48.8682792225,2.34280254689,Johana's Fish & Chips,48.86625582652217,2.3475763233005273,Fish & Chips Shop
2,Bourse,48.8682792225,2.34280254689,Le Louis,48.864330749172225,2.341332062576144,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Verjus,48.86639803045864,2.3373547196388245,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Experimental Cocktail Club,48.86615088435938,2.3483697974431506,Cocktail Bar
2,Bourse,48.8682792225,2.34280254689,LECLAIREUR Hérold,48.86483172222586,2.3415299473017144,Clothing Store
2,Bourse,48.8682792225,2.34280254689,Comedy Club,48.87064568961842,2.348375540100513,Comedy Club
2,Bourse,48.8682792225,2.34280254689,Le Comptoir des Petits Champs,48.86629233761211,2.337873826187643,French Restaurant
2,Bourse,48.8682792225,2.34280254689,ZenZoo,48.86777056872764,2.3370200016733134,Taiwanese Restaurant
2,Bourse,48.8682792225,2.34280254689,Omusubi Gonbei,48.866607111762995,2.337256819009781,Japanese Restaurant
2,Bourse,48.8682792225,2.34280254689,ZenZoo – Bar à Thé,48.867020860798846,2.336737853474915,Bubble Tea Shop
2,Bourse,48.8682792225,2.34280254689,Kei,48.864238453621226,2.3423181613381274,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Stohrer,48.86525325072182,2.346816211938858,Pastry Shop
2,Bourse,48.8682792225,2.34280254689,Lémoni,48.86479526144143,2.3412924967853854,Salad Place
2,Bourse,48.8682792225,2.34280254689,Kapunka,48.86622564267205,2.3477632388713405,Thai Restaurant
2,Bourse,48.8682792225,2.34280254689,Bouillon Chartier,48.871861,2.342989,Bistro
2,Bourse,48.8682792225,2.34280254689,Ô Château,48.8642903126219,2.344181584057651,Wine Bar
2,Bourse,48.8682792225,2.34280254689,Hôtel Le 34B ***,48.87273052292771,2.343604912009892,Hotel
2,Bourse,48.8682792225,2.34280254689,Olio Pane Vino,48.86466930258046,2.3406910643425047,Italian Restaurant
2,Bourse,48.8682792225,2.34280254689,Opéra Comique,48.870981386347395,2.337786555290222,Concert Hall
2,Bourse,48.8682792225,2.34280254689,Le Pot de Vins,48.86432169778438,2.3401925360185167,Restaurant
2,Bourse,48.8682792225,2.34280254689,Au Loup,48.872509641080484,2.3446254156091966,Wine Bar
2,Bourse,48.8682792225,2.34280254689,Hôtel La Maison Favart,48.87080002201078,2.337290346622467,Hotel
2,Bourse,48.8682792225,2.34280254689,Restaurant du Palais Royal,48.86574578621022,2.338547512884462,French Restaurant
2,Bourse,48.8682792225,2.34280254689,Fou de Pâtisserie,48.86493724896727,2.346733063459396,Pastry Shop
2,Bourse,48.8682792225,2.34280254689,Thaïsil,48.86775889038076,2.348080202937126,Thai Restaurant
2,Bourse,48.8682792225,2.34280254689,L'Arbre à Café,48.867762,2.347636,Coffee Shop
3,Temple,48.86287238,2.3600009859,Mmmozza,48.86391016055883,2.360590696334839,Sandwich Place
3,Temple,48.86287238,2.3600009859,Marché des Enfants Rouges,48.862805577255905,2.3619961738586426,Farmers Market
3,Temple,48.86287238,2.3600009859,Chez Alain Miam Miam,48.862369156725826,2.361949874504966,Sandwich Place
3,Temple,48.86287238,2.3600009859,Chez Alain Miam Miam,48.86278066936393,2.362063870044378,Sandwich Place
3,Temple,48.86287238,2.3600009859,Le Burger Fermier des Enfants Rouges,48.862831267361834,2.362072655802718,Burger Joint
3,Temple,48.86287238,2.3600009859,Square du Temple,48.86447479436444,2.36081600189209,Park
3,Temple,48.86287238,2.3600009859,Fromagerie Jouannault,48.86294724752955,2.3625297856770335,Cheese Shop
3,Temple,48.86287238,2.3600009859,Hôtel Jules & Jim,48.86349582021051,2.3573948716806172,Hotel
3,Temple,48.86287238,2.3600009859,Les Enfants Rouges,48.863012925486814,2.3612595453403116,Wine Bar
3,Temple,48.86287238,2.3600009859,Chez Taeko,48.862733763586455,2.362135982749459,Japanese Restaurant
3,Temple,48.86287238,2.3600009859,Okomusu,48.8614528716404,2.360878892024778,Okonomiyaki Restaurant
3,Temple,48.86287238,2.3600009859,SoMa,48.86151090488514,2.3621459089408225,Japanese Restaurant
3,Temple,48.86287238,2.3600009859,Bontemps,48.86395594363815,2.360725075150604,Dessert Shop
3,Temple,48.86287238,2.3600009859,Gramme,48.863121,2.360375,Restaurant
3,Temple,48.86287238,2.3600009859,Little Red Door,48.863702712072616,2.3635136711780285,Speakeasy
3,Temple,48.86287238,2.3600009859,Biglove Caffè,48.86206260694734,2.363556952325989,Italian Restaurant
3,Temple,48.86287238,2.3600009859,Candelaria,48.86303212989039,2.3640589318953125,Cocktail Bar
3,Temple,48.86287238,2.3600009859,Breizh Café,48.8606130130508,2.361803725361824,Creperie
3,Temple,48.86287238,2.3600009859,Lily of the Valley,48.86522055747545,2.3619898784439703,Tea Room
3,Temple,48.86287238,2.3600009859,L'Îlot,48.864666,2.363317,Seafood Restaurant
3,Temple,48.86287238,2.3600009859,Taing Song-Heng,48.86470055655422,2.3568883433485377,Vietnamese Restaurant
3,Temple,48.86287238,2.3600009859,0fr.,48.86574636171658,2.361235606513219,Bookstore
3,Temple,48.86287238,2.3600009859,Gigi,48.86475296015111,2.363088339700937,Creperie
3,Temple,48.86287238,2.3600009859,Le Barav,48.86516646209463,2.363154888153076,Wine Bar
3,Temple,48.86287238,2.3600009859,Le Lac de l'Ouest,48.86487815485062,2.3569069526903292,Chinese Restaurant
3,Temple,48.86287238,2.3600009859,L'Aller Retour,48.86524712816095,2.363203378474113,French Restaurant
3,Temple,48.86287238,2.3600009859,Laïzé 來座 (Laïzé),48.86307722773456,2.355072994853153,Bubble Tea Shop
3,Temple,48.86287238,2.3600009859,Galerie Thaddaeus Ropac,48.86058151476433,2.3635389810078777,Art Gallery
3,Temple,48.86287238,2.3600009859,La Massara,48.866098081070305,2.3595499992370605,Italian Restaurant
3,Temple,48.86287238,2.3600009859,Au Bascou,48.865385252957765,2.3574612289667125,French Restaurant
3,Temple,48.86287238,2.3600009859,Love Juice Bar,48.863614,2.355505,Juice Bar
3,Temple,48.86287238,2.3600009859,Monoprix,48.866149910688705,2.3615482449531555,Supermarket
3,Temple,48.86287238,2.3600009859,Chocolaterie Jacques Genin,48.86451657439143,2.364591044083981,Chocolate Shop
3,Temple,48.86287238,2.3600009859,Musée Picasso,48.8599046066194,2.362285852432251,Art Museum
3,Temple,48.86287238,2.3600009859,Jardin Anne Frank,48.86169546412832,2.3549842888314743,Garden
3,Temple,48.86287238,2.3600009859,Loustic,48.863793408927776,2.354706672503854,Coffee Shop
3,Temple,48.86287238,2.3600009859,Happy Nouilles,48.86444389279362,2.3552942196712867,Noodle House
3,Temple,48.86287238,2.3600009859,La Rusidda,48.86609262667821,2.3575964574327406,Italian Restaurant
3,Temple,48.86287238,2.3600009859,Boot Café,48.861289530249095,2.3652917536188585,Café
3,Temple,48.86287238,2.3600009859,La Chambre aux Confitures,48.8589788859021,2.3592295526222755,Gourmet Shop
3,Temple,48.86287238,2.3600009859,Galerie Emmanuel Perrotin,48.86053830048091,2.3651025942279804,Art Gallery
3,Temple,48.86287238,2.3600009859,Terres de Café,48.86057998031148,2.3554818645011415,Coffee Shop
3,Temple,48.86287238,2.3600009859,Le Palais des Thés,48.858922841346036,2.359178181942205,Gourmet Shop
3,Temple,48.86287238,2.3600009859,Kitchen,48.864536,2.354567,Vegetarian / Vegan Restaurant
3,Temple,48.86287238,2.3600009859,Le Derrière,48.8644695009521,2.3541775345802307,French Restaurant
3,Temple,48.86287238,2.3600009859,La Perle,48.85998512078513,2.3607351500162,Bistro
3,Temple,48.86287238,2.3600009859,Anahi,48.86700227278861,2.3582444160131217,Argentinian Restaurant
3,Temple,48.86287238,2.3600009859,Robert et Louise,48.85914311778442,2.3594878529269567,Steakhouse
3,Temple,48.86287238,2.3600009859,Bien l'Épicerie,48.860179275688644,2.360499405336424,Health Food Store
3,Temple,48.86287238,2.3600009859,Huré,48.860915,2.35464,Bakery
3,Temple,48.86287238,2.3600009859,Ai's Bento,48.86439,2.354907,Japanese Restaurant
3,Temple,48.86287238,2.3600009859,Pramil,48.866815,2.358704,French Restaurant
3,Temple,48.86287238,2.3600009859,BrewDog Le Marais,48.859200513571956,2.3622912168502803,Beer Bar
3,Temple,48.86287238,2.3600009859,Le Ruisseau Burger Joint,48.86089347076943,2.354413496784841,Burger Joint
3,Temple,48.86287238,2.3600009859,Musée d'Art et d'Histoire du Judaïsme,48.861072358633955,2.3554169716529256,History Museum
3,Temple,48.86287238,2.3600009859,Banh Mi,48.866621805867176,2.3606859072242514,Vietnamese Restaurant
3,Temple,48.86287238,2.3600009859,François Pralus,48.86107230096635,2.3538057645727637,Gourmet Shop
3,Temple,48.86287238,2.3600009859,Musée des Arts et Métiers,48.865878382462334,2.355548438087723,Museum
3,Temple,48.86287238,2.3600009859,Le Hangar,48.86144872744975,2.3542004416884543,French Restaurant
3,Temple,48.86287238,2.3600009859,Chez Shen,48.864850502143746,2.3555590000024957,Chinese Restaurant
3,Temple,48.86287238,2.3600009859,Wenzhou,48.86464799479865,2.3563416203181746,Chinese Restaurant
3,Temple,48.86287238,2.3600009859,Italian Corner,48.86048116546533,2.3556748939086862,Gourmet Shop
3,Temple,48.86287238,2.3600009859,"Pain, Vin, Fromage",48.86052669403869,2.354600841926289,French Restaurant
3,Temple,48.86287238,2.3600009859,Pain de Sucre,48.860557990419444,2.3557093816147017,Bakery
3,Temple,48.86287238,2.3600009859,Le 404,48.864533791377546,2.3542931787283097,Moroccan Restaurant
3,Temple,48.86287238,2.3600009859,Umami Matcha Café,48.86649860132168,2.363632321357727,Bistro
3,Temple,48.86287238,2.3600009859,Les Épiciers,48.86335,2.354189,Deli / Bodega
3,Temple,48.86287238,2.3600009859,Berko Original,48.860826455756644,2.354666493379683,Cupcake Shop
3,Temple,48.86287238,2.3600009859,Portologia,48.863895,2.354526,Wine Shop
3,Temple,48.86287238,2.3600009859,Galerie Daniel Templon,48.86206550912133,2.353824569262506,Art Gallery
3,Temple,48.86287238,2.3600009859,L'Ami Louis,48.86702338016517,2.358080299757337,French Restaurant
3,Temple,48.86287238,2.3600009859,French Paper Art Gallery,48.867194,2.358324,Art Gallery
3,Temple,48.86287238,2.3600009859,Chacun ses goûts,48.86045841979827,2.3546816228436467,Frozen Yogurt Shop
3,Temple,48.86287238,2.3600009859,Andy Wahloo,48.864551443793395,2.354207084327789,Cocktail Bar
3,Temple,48.86287238,2.3600009859,La Trinquette,48.864528122702254,2.354421927862491,Wine Bar
3,Temple,48.86287238,2.3600009859,Trois Fois Vin,48.86711966603273,2.36118346452713,Wine Shop
3,Temple,48.86287238,2.3600009859,Le Petit Parisien,48.866952,2.358172,Bakery
3,Temple,48.86287238,2.3600009859,Au Bon Pho,48.86474320135219,2.356025970830397,Vietnamese Restaurant
3,Temple,48.86287238,2.3600009859,Elmer,48.86730109373345,2.3595416257767576,Restaurant
